14-mar-2019,,,,,,,,,,,,,,,
iShares Floating Rate Bond ETF,,,,,,,,,,,,,,,
Inception Date,14-jun-2011,,,,,,,,,,,,,,
Fund Holdings as of,14-mar-2019,,,,,,,,,,,,,,
Total Net Assets,"USD 10,535,607,458.24",,,,,,,,,,,,,,
Number of Securities,707.00,,,,,,,,,,,,,,
Share,"207,400,000.00",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Nombre,Clase de activo,Peso (%),Precio,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Cupón (%),Plazo,YTM (%),Yield to Call (%),Yield to Worst (%),Duración,Par Value
ROYAL BANK OF SCOTLAND GROUP PLC,Fixed Income,0.08,98.95,"7,990,643.45","7,990,643.45",Banca,BFYK680,US780097BH35,4.37,25-jun-2024,4.48,--,4.48,0.02,"8,000,000.00"
HONEYWELL INTERNATIONAL INC,Fixed Income,0.08,100.00,"7,981,355.69","7,981,355.69",Bienes de Capital,BYPF4C7,US438516BP09,2.79,30-oct-2019,2.73,--,2.73,0.13,"7,955,000.00"
MIZUHO FINANCIAL GROUP INC 144A,Fixed Income,0.08,101.59,"7,968,308.66","7,968,308.66",Banca,BZ05861,US60687YAC30,4.28,12-abr-2021,3.38,--,3.38,0.10,"7,790,000.00"
COOPERATIEVE RABOBANK UA (NEW YORK MTN,Fixed Income,0.08,99.11,"7,944,730.12","7,944,730.12",Banca,BYWNRF8,US21688AAM45,3.26,10-ene-2023,3.41,--,3.41,0.06,"7,970,000.00"
JOHN DEERE CAPITAL CORP MTN,Fixed Income,0.08,99.95,"7,917,306.51","7,917,306.51",Bienes de Capital,--,US24422EUL19,2.97,09-oct-2020,2.88,--,2.88,0.07,"7,880,000.00"
AMERICAN EXPRESS CREDIT CORPORATIO,Fixed Income,0.08,100.54,"7,910,903.39","7,910,903.39",Banca,--,US0258M0DU05,3.38,26-may-2020,2.95,--,2.92,0.21,"7,857,000.00"
BANK OF NOVA SCOTIA,Fixed Income,0.07,100.31,"7,889,814.79","7,889,814.79",Banca,BF41TX9,US064159JY30,3.19,14-jul-2020,2.84,--,2.84,0.09,"7,825,000.00"
CAPITAL ONE NA,Fixed Income,0.07,99.55,"7,850,882.27","7,850,882.27",Banca,--,US14042RHB06,3.56,08-ago-2022,3.65,--,3.65,0.15,"7,860,000.00"
US BANK NA/CINCINNATI OH,Fixed Income,0.07,100.02,"7,824,740.55","7,824,740.55",Banca,BF93X61,US90331HNE98,2.80,24-may-2019,2.71,--,2.64,0.12,"7,813,000.00"
FIFTH THIRD BANK (OHIO) MTN,Fixed Income,0.07,99.84,"7,795,357.18","7,795,357.18",Banca,BDBRF16,US31677QBL23,3.00,30-oct-2020,3.03,--,3.03,0.13,"7,780,000.00"
EXXON MOBIL CORP,Fixed Income,0.07,100.49,"7,712,427.34","7,712,427.34",Energía,BVVQKC5,US30231GAK85,2.98,06-mar-2022,2.87,--,2.87,0.24,"7,670,000.00"
NISSAN MOTOR ACCEPTANCE CORP MTN 144A,Fixed Income,0.07,99.99,"7,679,976.16","7,679,976.16",Consumo cíclico,BD846Z1,US654740AQ25,3.13,13-sep-2019,3.20,--,3.20,0.25,"7,680,000.00"
BANK OF NOVA SCOTIA,Fixed Income,0.07,100.00,"7,617,155.02","7,617,155.02",Banca,BF0GGY8,US064159KE56,3.42,19-sep-2022,3.30,--,3.30,0.02,"7,556,000.00"
JACKSON NATIONAL LIFE GLOBAL FUNDI RegS,Fixed Income,0.07,99.76,"7,549,457.52","7,549,457.52",Seguro,--,US46849LTD37,3.09,15-oct-2020,3.14,--,3.14,0.09,"7,530,000.00"
COMMONWEALTH BANK OF AUSTRALIA MTN 144A,Fixed Income,0.07,100.27,"7,527,631.52","7,527,631.52",Banca,--,US2027A0KC26,3.44,04-jun-2024,3.44,--,3.44,0.23,"7,500,000.00"
WESTPAC BANKING CORP,Fixed Income,0.07,100.20,"7,526,687.50","7,526,687.50",Banca,--,US961214EB57,3.42,26-feb-2024,3.41,--,3.41,0.21,"7,500,000.00"
APPLE INC,Fixed Income,0.07,100.28,"7,500,556.90","7,500,556.90",Tecnologia,BXC5WM9,US037833BE99,2.99,06-may-2020,2.73,--,2.73,0.16,"7,462,000.00"
CARDINAL HEALTH INC,Fixed Income,0.07,99.03,"7,495,737.79","7,495,737.79",Consumo no cíclico,BZ4DMF8,US14149YBG26,3.56,15-jun-2022,3.77,--,3.77,0.25,"7,504,000.00"
HSBC HOLDINGS PLC,Fixed Income,0.07,99.85,"7,491,144.14","7,491,144.14",Banca,--,US404280CA50,3.83,11-mar-2025,3.94,--,3.94,0.25,"7,500,000.00"
APPLE INC,Fixed Income,0.07,100.18,"7,484,767.47","7,484,767.47",Tecnologia,BDVPXB6,US037833CL24,2.94,07-feb-2020,2.69,--,2.69,0.15,"7,450,000.00"
JPMORGAN CHASE BANK NA,Fixed Income,0.07,99.70,"7,480,600.89","7,480,600.89",Banca,BF4VKF8,US48125LRK07,2.60,01-feb-2021,2.92,--,2.92,0.89,"7,480,000.00"
ROYAL BANK OF CANADA MTN,Fixed Income,0.07,100.17,"7,444,751.96","7,444,751.96",Banca,BD82P03,US78012KRL34,3.23,29-jul-2019,2.72,--,2.72,0.12,"7,403,000.00"
PHILIP MORRIS INTERNATIONAL INC,Fixed Income,0.07,100.23,"7,320,716.14","7,320,716.14",Consumo no cíclico,BDD4G67,US718172BY40,3.06,21-feb-2020,2.86,--,2.86,0.19,"7,291,000.00"
JAPAN BANK FOR INTERNATIONAL COOPE,Fixed Income,0.07,100.44,"7,313,973.40","7,313,973.40",Garantizado por el gobierno,--,US471048BK36,3.15,21-jul-2020,2.74,--,2.74,0.11,"7,250,000.00"
FORD MOTOR CREDIT COMPANY LLC,Fixed Income,0.07,97.46,"7,302,916.54","7,302,916.54",Consumo cíclico,--,US345397YY36,3.61,05-abr-2021,4.82,--,4.82,0.04,"7,443,000.00"
JAPAN BANK FOR INTERNATIONAL COOPE,Fixed Income,0.07,100.50,"7,256,801.03","7,256,801.03",Garantizado por el gobierno,BZBX767,US471048BB37,3.22,24-feb-2020,2.72,--,2.72,0.19,"7,210,000.00"
SUMITOMO MITSUI FINANCIAL GROUP IN,Fixed Income,0.07,99.94,"7,251,772.37","7,251,772.37",Banca,--,US86562MBE93,3.58,16-oct-2023,3.50,--,3.50,0.09,"7,215,000.00"
JPMORGAN CHASE BANK NA,Fixed Income,0.07,100.03,"7,234,257.97","7,234,257.97",Banca,--,US48125LRQ76,2.86,01-sep-2020,2.88,--,2.84,0.22,"7,225,000.00"
DAIMLER FINANCE NORTH AMERICA LLC 144A,Fixed Income,0.07,99.49,"7,212,260.89","7,212,260.89",Consumo cíclico,BFY8PG5,US233851DA93,3.13,12-feb-2021,3.39,--,3.39,0.16,"7,230,000.00"
IBM CREDIT LLC,Fixed Income,0.07,100.02,"7,200,992.04","7,200,992.04",Tecnologia,BYWYV59,US44932HAD52,2.76,06-sep-2019,2.76,--,2.76,0.23,"7,195,000.00"
MACQUARIE GROUP LTD 144A,Fixed Income,0.07,100.00,"7,062,458.57","7,062,458.57",Banca,BF1DPX0,US55608JAM09,4.17,27-mar-2024,4.05,--,4.04,0.05,"7,000,000.00"
INTERNATIONAL BANK FOR RECONSTRUCT,Fixed Income,0.07,100.03,"7,014,190.89","7,014,190.89",Supranacional,BDR8NG4,US459058FG30,2.68,19-ago-2019,2.67,--,2.67,0.01,"7,000,000.00"
BANK NEDERLANDSE GEMEENTEN NV 144A,Fixed Income,0.07,100.02,"7,003,237.17","7,003,237.17",Propiedad sin garantía,--,US62944BBV53,2.67,11-mar-2022,2.72,--,2.72,0.24,"7,000,000.00"
SANTANDER UK PLC,Fixed Income,0.07,99.65,"6,952,956.97","6,952,956.97",Banca,BYX36Z0,US80283LAQ68,3.04,03-nov-2020,3.21,--,3.21,0.13,"6,955,000.00"
BANK OF AMERICA CORP MTN,Fixed Income,0.07,99.19,"6,949,159.88","6,949,159.88",Banca,--,US06051GHE26,3.39,05-mar-2024,3.65,--,3.65,0.22,"7,000,000.00"
GENERAL ELECTRIC CAPITAL CORP MTN,Fixed Income,0.07,97.25,"6,942,121.25","6,942,121.25",Bienes de Capital,B95Q6Y1,US36966THT25,3.79,15-mar-2023,4.45,--,4.45,0.22,"7,072,000.00"
BANK OF MONTREAL MTN,Fixed Income,0.07,100.24,"6,932,089.14","6,932,089.14",Banca,--,US06367T7J34,3.14,13-jul-2020,2.83,--,2.83,0.09,"6,880,000.00"
USD CASH,Cash,0.07,100.00,"6,877,314.76","6,877,314.76",Liquidez,--,--,0.00,--,2.48,--,2.48,0.00,"6,877,315.00"
GENERAL MILLS INC,Fixed Income,0.07,99.74,"6,862,471.80","6,862,471.80",Consumo no cíclico,--,US370334CC65,3.78,17-oct-2023,3.76,--,3.76,0.09,"6,840,000.00"
ROYAL BANK OF CANADA MTN,Fixed Income,0.06,100.07,"6,843,142.97","6,843,142.97",Banca,BYYZZB4,US78012KNM52,3.50,15-abr-2019,2.68,--,2.68,0.09,"6,800,000.00"
MARSH & MCLENNAN COMPANIES INC,Fixed Income,0.06,100.21,"6,777,146.20","6,777,146.20",Seguro,BJ2NYG3,US571748BK77,3.99,29-dic-2021,3.82,--,3.64,0.04,"6,720,000.00"
GENERAL ELECTRIC CO MTN,Fixed Income,0.06,99.85,"6,776,656.04","6,776,656.04",Bienes de Capital,BV9H7B8,US36967FAA93,3.42,09-ene-2020,3.51,--,3.51,0.07,"6,746,000.00"
CAPITAL ONE NA/MCLEAN VA,Fixed Income,0.06,100.27,"6,724,387.86","6,724,387.86",Banca,BDBRSH3,US14042RFJ59,3.90,30-ene-2023,3.77,--,3.73,0.14,"6,675,000.00"
CAPITAL ONE FINANCIAL CORPORATION,Fixed Income,0.06,100.13,"6,718,973.52","6,718,973.52",Banca,BYXBL15,US14040HBM60,3.55,09-mar-2022,3.58,--,3.58,0.25,"6,708,000.00"
DAIMLER FINANCE NORTH AMERICA LLC 144A,Fixed Income,0.06,99.84,"6,696,640.26","6,696,640.26",Consumo cíclico,BG0DD78,US233851DH47,3.13,04-may-2020,3.22,--,3.22,0.15,"6,685,000.00"
DXC TECHNOLOGY CO,Fixed Income,0.06,99.87,"6,595,009.11","6,595,009.11",Tecnologia,BFCMGB1,US23355LAE65,3.58,01-mar-2021,3.70,--,3.70,0.22,"6,595,000.00"
BANK OF MONTREAL MTN,Fixed Income,0.06,100.08,"6,568,612.22","6,568,612.22",Banca,BD6D2F2,US06367TG202,2.85,11-sep-2019,2.74,--,2.74,0.24,"6,562,000.00"
CITIZENS BANK NA/ PROVIDENCE RI,Fixed Income,0.06,99.88,"6,542,394.37","6,542,394.37",Banca,--,US17401QAM33,3.46,26-may-2022,3.53,--,3.53,0.21,"6,540,000.00"
TRANSCANADA PIPELINES LTD,Fixed Income,0.06,100.00,"6,515,361.12","6,515,361.12",Energía,BD823X2,US89352HAU32,2.96,15-nov-2019,2.97,--,2.97,0.17,"6,501,000.00"
JOHN DEERE CAPITAL CORP MTN,Fixed Income,0.06,100.13,"6,476,123.54","6,476,123.54",Bienes de Capital,BF2BZ77,US24422ETP42,2.91,13-mar-2020,2.80,--,2.80,0.25,"6,467,000.00"
JOHN DEERE CAPITAL CORP MTN,Fixed Income,0.06,100.05,"6,468,091.75","6,468,091.75",Bienes de Capital,BZ1N875,US24422EUF41,2.98,07-ene-2020,2.81,--,2.81,0.07,"6,430,000.00"
BOC AVIATION LTD MTN RegS,Fixed Income,0.06,100.53,"6,302,815.69","6,302,815.69",Propiedad sin garantía,--,US09681MAG33,3.79,02-may-2021,3.49,--,3.49,0.14,"6,245,000.00"
ASSURANT INC,Fixed Income,0.06,99.84,"6,262,326.66","6,262,326.66",Seguro,BYWV3B0,US04621XAL29,4.07,26-mar-2021,4.03,--,4.03,0.04,"6,218,000.00"
BANK OF MONTREAL MTN,Fixed Income,0.06,100.37,"6,254,244.61","6,254,244.61",Banca,BDRKN71,US06367TPY00,3.20,12-dic-2019,2.75,--,2.75,0.24,"6,230,000.00"
PRINCIPAL LIFE GLOBAL FUNDING II 144A,Fixed Income,0.06,99.84,"6,251,764.42","6,251,764.42",Seguro,--,US74256LBC28,3.12,26-jun-2020,3.11,--,3.11,0.03,"6,220,000.00"
SUMITOMO MITSUI FINANCIAL GROUP IN,Fixed Income,0.06,100.22,"6,235,433.05","6,235,433.05",Banca,BGCS5S6,US86562MBA71,3.62,19-jul-2023,3.49,--,3.49,0.12,"6,190,000.00"
US BANK NA MTN,Fixed Income,0.06,99.88,"6,222,777.15","6,222,777.15",Banca,--,US90331HNH20,2.91,23-oct-2020,2.89,--,2.89,0.11,"6,205,000.00"
PHILLIPS 66 144A,Fixed Income,0.06,100.03,"6,166,713.18","6,166,713.18",Energía,BZ0XCD0,US718546AP90,3.54,15-abr-2020,3.42,--,3.17,0.08,"6,130,000.00"
INTERNATIONAL BUSINESS MACHINES CO,Fixed Income,0.06,100.41,"6,145,349.72","6,145,349.72",Tecnologia,BVVT682,US459200HX26,3.31,06-nov-2021,3.10,--,3.10,0.16,"6,100,000.00"
SVENSKA HANDELSBANKEN AB,Fixed Income,0.06,100.10,"6,144,154.06","6,144,154.06",Banca,BMW2SB4,US86960BAH50,3.28,17-jun-2019,2.81,--,2.81,0.26,"6,090,000.00"
KOREA DEVELOPMENT BANK,Fixed Income,0.06,100.01,"6,128,549.21","6,128,549.21",Propiedad sin garantía,BYXQ2Z1,US500630CM82,3.09,27-feb-2020,3.12,--,3.12,0.20,"6,120,000.00"
TOYOTA MOTOR CREDIT CORP MTN,Fixed Income,0.06,100.00,"5,899,375.68","5,899,375.68",Consumo cíclico,--,US89236TEK79,2.88,10-ene-2020,2.79,--,2.79,0.07,"5,870,000.00"
NATIONAL BANK OF CANADA MTN,Fixed Income,0.06,100.35,"5,876,129.36","5,876,129.36",Banca,--,US63307A2D64,3.37,17-ene-2020,2.87,--,2.87,0.09,"5,825,000.00"
KOREA DEVELOPMENT BANK,Fixed Income,0.05,100.29,"5,707,610.35","5,707,610.35",Propiedad sin garantía,BF5CKF0,US500630CQ96,3.52,06-jul-2022,3.31,--,3.31,0.08,"5,655,000.00"
SUNTRUST BANK,Fixed Income,0.05,100.00,"5,662,790.89","5,662,790.89",Banca,--,US86787EAZ07,3.26,26-oct-2021,3.18,--,3.18,0.12,"5,640,000.00"
ATHENE GLOBAL FUNDING 144A,Fixed Income,0.05,100.61,"5,640,040.27","5,640,040.27",Seguro,BYQJBD8,US04685A2D24,3.90,20-abr-2020,3.27,--,3.27,0.11,"5,575,000.00"
CREDIT AGRICOLE SA/LONDON MTN 144A,Fixed Income,0.05,100.91,"5,546,804.40","5,546,804.40",Banca,--,US225313AH89,3.57,10-jun-2020,2.89,--,2.89,0.24,"5,495,000.00"
FORD MOTOR CREDIT COMPANY LLC,Fixed Income,0.05,97.69,"5,391,080.60","5,391,080.60",Consumo cíclico,BF3CT88,US345397YR84,3.17,02-nov-2020,4.82,--,4.82,0.12,"5,500,000.00"
AMGEN INC,Fixed Income,0.05,100.04,"5,374,726.49","5,374,726.49",Consumo no cíclico,BYZMJR8,US031162CL28,3.02,10-may-2019,2.73,--,2.73,0.15,"5,358,000.00"
BANQUE FEDERATIVE DU CREDIT MUTUEL MTN 144A,Fixed Income,0.05,100.19,"5,319,276.31","5,319,276.31",Banca,--,US06675FAL13,3.25,20-jul-2020,3.03,--,3.03,0.11,"5,285,000.00"
STANDARD CHARTERED PLC 144A,Fixed Income,0.05,99.65,"5,295,995.88","5,295,995.88",Banca,--,US853254BL33,3.91,20-ene-2023,3.94,--,3.94,0.11,"5,285,000.00"
BARCLAYS BANK PLC MTN,Fixed Income,0.05,100.09,"5,221,512.67","5,221,512.67",Banca,--,US06744CFY21,3.29,07-ago-2019,3.03,--,3.03,0.15,"5,200,000.00"
NASDAQ INC,Fixed Income,0.05,100.00,"5,176,924.05","5,176,924.05",Corretaje/Gestor deActivos/Bolsas,BYXKGD9,US631103AH17,3.21,22-mar-2019,2.90,--,2.90,0.06,"5,140,000.00"
JACKSON NATIONAL LIFE GLOBAL FUNDI 144A,Fixed Income,0.05,100.11,"5,175,445.31","5,175,445.31",Seguro,--,US46849LSZ57,3.06,27-abr-2020,2.88,--,2.88,0.13,"5,150,000.00"
FORD MOTOR CREDIT COMPANY LLC,Fixed Income,0.05,101.57,"5,153,184.78","5,153,184.78",Consumo cíclico,--,US345397ZN61,5.93,07-ene-2022,5.28,--,5.28,0.11,"5,020,000.00"
FORD MOTOR CREDIT COMPANY LLC,Fixed Income,0.05,96.59,"5,122,155.93","5,122,155.93",Consumo cíclico,BD6H5C2,US345397ZG11,3.68,12-oct-2021,5.00,--,5.00,0.05,"5,270,000.00"
FORD MOTOR CREDIT COMPANY LLC,Fixed Income,0.05,100.88,"5,113,317.62","5,113,317.62",Consumo cíclico,BJ4TNC8,US345397ZL06,5.34,07-ene-2021,4.78,--,4.78,0.08,"5,020,000.00"
DEUTSCHE BANK AG,Fixed Income,0.05,98.37,"5,073,418.17","5,073,418.17",Banca,BYXX6L6,US25152R2V48,3.95,20-ago-2020,5.21,--,5.21,0.18,"5,145,000.00"
DAIMLER FINANCE NORTH AMERICA LLC 144A,Fixed Income,0.05,100.10,"5,062,786.13","5,062,786.13",Consumo cíclico,BYYPS60,US233851CQ54,3.42,06-ene-2020,3.20,--,3.20,0.07,"5,026,000.00"
NEW YORK LIFE GLOBAL FUNDING MTN 144A,Fixed Income,0.05,100.21,"5,027,776.37","5,027,776.37",Seguro,--,US64952WDE03,3.02,28-ene-2021,2.84,--,2.84,0.13,"5,000,000.00"
DAIMLER FINANCE NORTH AMERICA LLC 144A,Fixed Income,0.05,100.21,"5,020,493.22","5,020,493.22",Consumo cíclico,--,US233851DQ46,3.54,22-feb-2022,3.49,--,3.49,0.20,"5,000,000.00"
CITIZENS BANK NA MTN,Fixed Income,0.05,100.07,"5,016,621.81","5,016,621.81",Banca,--,US17401QAT85,3.41,14-feb-2022,3.38,--,3.38,0.17,"5,000,000.00"
CITIBANK NA,Fixed Income,0.05,100.09,"5,014,613.37","5,014,613.37",Banca,--,US17325FAU21,3.21,19-feb-2022,3.19,--,3.18,0.19,"5,000,000.00"
JOHN DEERE CAPITAL CORP MTN,Fixed Income,0.05,99.74,"5,013,887.25","5,013,887.25",Bienes de Capital,--,US24422ETY58,2.96,08-ene-2021,2.99,--,2.99,0.07,"5,000,000.00"
AMERICAN HONDA FINANCE CORPORATION MTN,Fixed Income,0.05,99.70,"5,003,312.40","5,003,312.40",Consumo cíclico,--,US02665WCC38,2.91,12-feb-2021,3.05,--,3.05,0.16,"5,006,000.00"
DANSKE BANK A/S MTN 144A,Fixed Income,0.05,95.31,"4,985,670.85","4,985,670.85",Banca,--,US23636AAQ40,3.66,12-sep-2023,4.92,--,4.92,0.16,"5,230,000.00"
TOYOTA MOTOR CREDIT CORP MTN,Fixed Income,0.05,99.00,"4,977,259.80","4,977,259.80",Consumo cíclico,BF7PH34,US89236TEN19,3.19,11-ene-2023,3.35,--,3.35,0.06,"5,000,000.00"
DBS GROUP HOLDINGS LTD MTN 144A,Fixed Income,0.04,100.09,"4,652,988.90","4,652,988.90",Banca,BP4VNF9,US24023KAB44,3.28,16-jul-2019,2.94,--,2.94,0.09,"4,625,000.00"
GENERAL MOTORS CO,Fixed Income,0.04,98.78,"4,619,235.29","4,619,235.29",Consumo cíclico,--,US37045VAR15,3.50,10-sep-2021,4.10,--,4.10,0.23,"4,675,000.00"
GOLDMAN SACHS GROUP INC/THE,Fixed Income,0.04,100.19,"4,537,498.62","4,537,498.62",Banca,BF6Q7J4,US38141GWK65,3.65,05-jun-2023,3.68,--,3.67,0.24,"4,525,000.00"
NORDEA BANK ABP MTN 144A,Fixed Income,0.04,101.12,"4,506,470.18","4,506,470.18",Banca,--,US65557CAT09,3.63,27-may-2021,3.75,--,3.75,0.22,"4,450,000.00"
MCDONALDS CORPORATION MTN,Fixed Income,0.04,99.56,"4,476,999.85","4,476,999.85",Consumo cíclico,--,US58013MFG42,3.19,28-oct-2021,3.29,--,3.29,0.12,"4,479,000.00"
UNITED PARCEL SERVICE INC,Fixed Income,0.04,100.01,"4,464,022.64","4,464,022.64",Transporte,--,US911312BJ41,3.25,01-abr-2023,3.12,--,3.12,0.06,"4,435,000.00"
DOWDUPONT INC,Fixed Income,0.04,100.59,"4,457,327.84","4,457,327.84",Industria Básica,--,US26078JAG58,3.39,15-nov-2020,3.04,--,3.04,0.17,"4,420,000.00"
INTER-AMERICAN DEVELOPMENT BANK MTN,Fixed Income,0.04,100.00,"4,409,538.42","4,409,538.42",Supranacional,BF5JB36,US45818WBA36,2.79,15-ene-2022,2.68,--,2.68,0.09,"4,390,000.00"
WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Fixed Income,0.04,99.78,"4,375,700.14","4,375,700.14",Bienes de Capital,--,US960386AP59,3.84,15-sep-2021,3.84,--,3.84,0.26,"4,345,000.00"
NATIONAL RURAL UTILITIES COOPERATI MTN,Fixed Income,0.04,100.02,"4,335,201.53","4,335,201.53",Eléctrico,--,US63743HEP38,3.00,05-abr-2019,2.67,--,2.67,0.06,"4,310,000.00"
AUSTRALIA & NEW ZEALAND BANKING GR MTN 144A,Fixed Income,0.04,99.73,"4,250,632.66","4,250,632.66",Banca,BYWRBM5,US05252ACZ21,3.28,09-nov-2022,3.34,--,3.34,0.15,"4,250,000.00"
GENERAL ELECTRIC CAPITAL CORP MTN,Fixed Income,0.04,97.09,"4,244,898.92","4,244,898.92",Bienes de Capital,--,US36966TJA16,3.79,15-abr-2023,4.48,--,4.48,0.04,"4,345,000.00"
ASTRAZENECA PLC,Fixed Income,0.04,99.01,"4,209,061.39","4,209,061.39",Consumo no cíclico,BF4SNN8,US046353AP31,3.22,10-jun-2022,3.62,--,3.62,0.23,"4,250,000.00"
AMERICAN HONDA FINANCE CORPORATION MTN,Fixed Income,0.04,99.41,"4,138,855.08","4,138,855.08",Consumo cíclico,BF3RDN6,US02665WCB54,3.15,16-nov-2022,3.32,--,3.32,0.16,"4,155,000.00"
EUROPEAN BANK FOR RECONSTRUCTION A MTN,Fixed Income,0.04,100.03,"4,128,323.85","4,128,323.85",Supranacional,BDC3VR1,US29874QDF81,2.69,19-nov-2020,2.67,--,2.67,0.18,"4,120,000.00"
AMERICAN EXPRESS COMPANY,Fixed Income,0.04,99.87,"4,118,620.20","4,118,620.20",Banca,BG09ZN6,US025816BX68,3.49,03-ago-2023,3.47,--,3.46,0.14,"4,109,000.00"
HSBC HOLDINGS PLC,Fixed Income,0.04,99.36,"4,098,140.64","4,098,140.64",Banca,BF108W1,US404280BR94,3.68,18-may-2024,3.83,--,3.83,0.18,"4,115,000.00"
TOYOTA MOTOR CREDIT CORP MTN,Fixed Income,0.04,100.02,"4,094,735.99","4,094,735.99",Consumo cíclico,BG345V6,US89236TFC45,2.83,14-nov-2019,2.80,--,2.80,0.17,"4,085,000.00"
DAIMLER FINANCE NORTH AMERICA LLC 144A,Fixed Income,0.04,100.16,"3,969,047.45","3,969,047.45",Consumo cíclico,BYM9WS4,US233851CL67,3.37,30-oct-2019,3.07,--,3.07,0.13,"3,947,000.00"
US BANK NATIONAL ASSOCIATION MTN,Fixed Income,0.04,100.11,"3,956,940.88","3,956,940.88",Banca,--,US90331HNY52,3.06,16-nov-2021,3.01,--,3.01,0.18,"3,945,000.00"
AMERICAN HONDA FINANCE CORPORATION MTN,Fixed Income,0.04,100.16,"3,950,064.54","3,950,064.54",Consumo cíclico,BGCS6V6,US02665WCG42,3.05,16-jun-2020,2.81,--,2.81,0.26,"3,915,000.00"
CATERPILLAR FINANCIAL SERVICES COR MTN,Fixed Income,0.04,99.78,"3,943,645.59","3,943,645.59",Bienes de Capital,BYZFHV7,US14913Q2P38,2.89,07-sep-2021,3.04,--,3.04,0.23,"3,950,000.00"
PEPSICO INC,Fixed Income,0.04,100.05,"3,881,752.07","3,881,752.07",Consumo no cíclico,BD0B4Z6,US713448DU90,3.10,02-may-2022,3.02,--,3.02,0.14,"3,867,000.00"
EQUIFAX INC,Fixed Income,0.04,99.68,"3,742,885.25","3,742,885.25",Tecnologia,--,US294429AP03,3.55,15-ago-2021,3.70,--,3.70,0.17,"3,745,000.00"
LLOYDS BANKING GROUP PLC,Fixed Income,0.04,99.75,"3,741,598.66","3,741,598.66",Banca,BG88513,US53944YAG89,3.59,21-jun-2021,3.60,--,3.60,0.02,"3,720,000.00"
HSBC USA INC,Fixed Income,0.04,100.33,"3,712,054.11","3,712,054.11",Banca,BDCKJR8,US40428HPP19,3.30,13-nov-2019,2.80,--,2.80,0.16,"3,690,000.00"
NISSAN MOTOR ACCEPTANCE CORP MTN 144A,Fixed Income,0.04,99.30,"3,709,157.15","3,709,157.15",Consumo cíclico,--,US654740BC20,3.20,28-sep-2020,3.55,--,3.55,0.04,"3,710,000.00"
PROCTER & GAMBLE CO,Fixed Income,0.03,100.13,"3,658,308.53","3,658,308.53",Consumo no cíclico,BSBN8X2,US742718EH80,3.01,01-nov-2019,2.76,--,2.76,0.13,"3,641,000.00"
WESTPAC BANKING CORP,Fixed Income,0.03,100.09,"3,562,898.14","3,562,898.14",Banca,BYP8ND0,US961214CU56,3.40,13-may-2019,2.85,--,2.85,0.16,"3,550,000.00"
NATIONAL BANK OF CANADA,Fixed Income,0.03,100.18,"3,517,468.21","3,517,468.21",Banca,--,US63307A2H78,3.07,02-nov-2020,2.91,--,2.90,0.13,"3,500,000.00"
NEW YORK LIFE GLOBAL FUNDING 144A,Fixed Income,0.03,100.03,"3,507,661.29","3,507,661.29",Seguro,BFFY9X7,US64952WCT80,2.92,12-abr-2019,2.56,--,2.56,0.08,"3,490,000.00"
JOHN DEERE CAPITAL CORP MTN,Fixed Income,0.03,100.02,"3,474,259.09","3,474,259.09",Bienes de Capital,BF443V4,US24422ETX75,2.92,05-jul-2019,2.73,--,2.73,0.06,"3,455,000.00"
ROYAL BANK OF CANADA MTN,Fixed Income,0.03,100.15,"3,386,516.87","3,386,516.87",Banca,--,US78013XRJ99,3.06,22-jul-2020,2.87,--,2.87,0.11,"3,367,000.00"
JACKSON NATIONAL LIFE GLOBAL FUNDI 144A,Fixed Income,0.03,100.08,"3,293,542.41","3,293,542.41",Seguro,BFMLDH3,US46849LTA97,3.08,11-jun-2021,3.11,--,3.11,0.24,"3,290,000.00"
HARLEY-DAVIDSON FINANCIAL SERVICES MTN 144A,Fixed Income,0.03,100.10,"3,289,191.86","3,289,191.86",Consumo cíclico,--,US41284VAA08,3.14,21-may-2020,3.09,--,3.09,0.19,"3,280,000.00"
WGL HOLDINGS INC.,Fixed Income,0.03,99.59,"3,285,272.82","3,285,272.82",Gas Natural,--,US92924FAC05,3.03,29-nov-2019,3.69,--,3.69,0.20,"3,295,000.00"
QUEBEC (PROVINCE OF) MTN,Fixed Income,0.03,100.19,"3,227,460.38","3,227,460.38",Autoridad Local,BF0GH34,US748149AP64,2.92,21-sep-2020,2.68,--,2.68,0.02,"3,200,000.00"
WESTPAC BANKING CORP,Fixed Income,0.03,100.14,"3,126,316.21","3,126,316.21",Banca,BD594L1,US961214DY69,2.96,15-may-2020,2.83,--,2.83,0.17,"3,115,000.00"
JPMORGAN CHASE & CO,Fixed Income,0.03,101.53,"2,970,257.47","2,970,257.47",Banca,BYV6FY3,US46625HRW24,4.01,24-oct-2023,3.56,--,3.47,0.14,"2,910,000.00"
UBS GROUP FUNDING SWITZERLAND AG 144A,Fixed Income,0.03,101.51,"2,858,592.15","2,858,592.15",Banca,BYTX3B9,US90351DAC11,4.26,24-sep-2020,3.13,--,3.13,0.04,"2,790,000.00"
